project_id,project_name,description,client_name,project_manager_id,department,start_date,planned_end_date,actual_end_date,status,priority,progress_percentage,budget,team_size,created_date
P06029,Cloud Migration Project,Cloud Migration Project project for IndustrialTech,IndustrialTech,EMP140,AI Development,2026-06-15,2026-12-02,,In Progress,High,83,2325000,19,2026-06-05
P06030,Financial Reporting Dashboard,Financial Reporting Dashboard project for ServicePro,ServicePro,EMP104,Development,2025-04-07,2026-03-15,,In Progress,Medium,69,1435000,6,2025-02-27
P06031,Social Media Analytics,Social Media Analytics project for PeopleFirst,PeopleFirst,EMP145,IT Infrastructure,2026-08-12,2027-01-14,,In Progress,Medium,30,565000,13,2026-07-15
P06032,Cybersecurity Upgrade,Cybersecurity Upgrade project for Global Traders,Global Traders,EMP130,AI Development,2025-10-21,2026-09-04,,In Progress,Medium,32,1230000,20,2025-09-19
P06033,Employee Payroll System,Employee Payroll System project for DigitalHub,DigitalHub,EMP125,Marketing,2025-09-20,2026-08-18,,Planning,Medium,1,1965000,7,2025-09-09
P06034,Document Management System,Document Management System project for DataCorp,DataCorp,EMP146,Security,2025-04-07,2025-11-24,,On Hold,High,39,2440000,4,2025-03-26
P06035,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,CloudWorks,EMP120,Operations,2026-02-08,2026-04-20,,In Progress,High,19,1200000,9,2025-12-30
P06036,HR Automation System,HR Automation System project for LogiTech,LogiTech,EMP120,Data Engineering,2025-12-28,2026-03-02,,In Progress,High,71,2045000,3,2025-11-04
P06037,Online Learning Platform,Online Learning Platform project for SalesPro,SalesPro,EMP121,Finance,2025-01-18,2025-06-01,,In Progress,High,20,865000,13,2024-12-31
P06038,Healthcare Management System,Healthcare Management System project for ABC Corporation,ABC Corporation,EMP133,Finance,2026-01-24,2026-03-15,2026-04-15,Delayed,High,66,1070000,16,2025-12-19
P06039,Supply Chain Analytics,Supply Chain Analytics project for ABC Corporation,ABC Corporation,EMP143,IT Infrastructure,2025-03-26,2026-01-09,,In Progress,High,74,920000,14,2025-03-11
P06040,Customer Support Chatbot,Customer Support Chatbot project for ServicePro,ServicePro,EMP128,IT Infrastructure,2025-06-16,2026-02-20,,In Progress,Critical,45,1775000,7,2025-04-19
P06041,Employee Training Portal,Employee Training Portal project for Global Traders,Global Traders,EMP115,Data Engineering,2026-01-03,2026-07-12,2026-08-11,Completed,High,100,2315000,3,2025-11-30
P06042,Employee Training Portal,Employee Training Portal project for DigitalHub,DigitalHub,EMP145,Operations,2026-04-14,2027-02-13,,In Progress,High,43,2090000,8,2026-03-25
P06043,Employee Training Portal,Employee Training Portal project for SecureNet,SecureNet,EMP130,IT Infrastructure,2025-03-22,2025-06-17,2025-08-31,Delayed,High,70,1585000,19,2025-03-11
P06044,Cybersecurity Upgrade,Cybersecurity Upgrade project for LogiTech,LogiTech,EMP142,AI Development,2025-10-12,2026-05-05,,In Progress,Medium,88,1455000,9,2025-09-27
P06045,Online Learning Platform,Online Learning Platform project for IndustrialTech,IndustrialTech,EMP122,AI Development,2025-06-21,2025-11-21,2025-12-12,Completed,Medium,100,2165000,19,2025-05-03
P06046,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,SalesPro,EMP110,Customer Success,2026-02-28,2026-04-21,2026-05-29,Delayed,High,87,2360000,20,2026-01-07
P06047,Mobile Banking Application,Mobile Banking Application project for EduTech,EduTech,EMP148,Human Resources,2026-05-12,2026-11-26,,In Progress,Low,65,2005000,17,2026-04-03
P06048,Online Learning Platform,Online Learning Platform project for FinTech Solutions,FinTech Solutions,EMP134,Healthcare IT,2026-01-19,2026-04-20,2026-05-31,Delayed,Medium,36,1725000,7,2025-12-04
P06049,Inventory Management System,Inventory Management System project for CloudWorks,CloudWorks,EMP116,Analytics,2026-04-22,2026-06-20,,Planning,Low,7,2045000,7,2026-04-06
P06050,Healthcare Management System,Healthcare Management System project for FinTech Solutions,FinTech Solutions,EMP143,AI Development,2025-09-28,2026-01-18,,In Progress,Medium,24,1345000,5,2025-09-12
P06051,Supply Chain Analytics,Supply Chain Analytics project for DataCorp,DataCorp,EMP101,Security,2025-12-25,2026-04-11,,In Progress,Medium,17,1205000,9,2025-12-13
P06052,Mobile Banking Application,Mobile Banking Application project for XYZ Technologies,XYZ Technologies,EMP147,Analytics,2025-06-25,2026-02-25,,In Progress,Medium,25,2420000,11,2025-06-01
P06053,Employee Training Portal,Employee Training Portal project for CloudWorks,CloudWorks,EMP129,Security,2026-08-17,2027-06-11,,In Progress,High,77,1490000,15,2026-07-11
P06054,Financial Reporting Dashboard,Financial Reporting Dashboard project for ABC Corporation,ABC Corporation,EMP130,Healthcare IT,2025-05-03,2025-11-19,,In Progress,High,52,1545000,4,2025-04-11
P06055,Warehouse Automation,Warehouse Automation project for FinTech Solutions,FinTech Solutions,EMP101,IT,2026-07-07,2027-03-14,,In Progress,Medium,60,515000,8,2026-06-27
P06056,Social Media Analytics,Social Media Analytics project for MarketPlus,MarketPlus,EMP109,Security,2026-03-24,2026-06-09,,In Progress,Low,39,1410000,9,2026-02-09
P06057,E-Commerce Platform,E-Commerce Platform project for ServicePro,ServicePro,EMP137,Finance,2026-08-16,2027-06-08,,In Progress,Medium,19,1100000,9,2026-08-07
P06058,CRM Implementation,CRM Implementation project for ServicePro,ServicePro,EMP128,Customer Success,2026-01-21,2026-08-14,,In Progress,Medium,52,880000,13,2026-01-05
P06059,CRM Implementation,CRM Implementation project for DigitalHub,DigitalHub,EMP107,IT,2025-07-31,2026-01-29,,In Progress,High,50,2420000,15,2025-07-23
P06060,Employee Training Portal,Employee Training Portal project for MedCare Hospitals,MedCare Hospitals,EMP134,IT Infrastructure,2025-06-18,2026-05-07,,Planning,High,1,2340000,19,2025-06-09
P06061,Marketing Analytics Platform,Marketing Analytics Platform project for LogiTech,LogiTech,EMP138,Development,2025-04-18,2025-09-10,,In Progress,Low,68,2450000,3,2025-04-11
P06062,Employee Payroll System,Employee Payroll System project for ABC Retail,ABC Retail,EMP114,IT Infrastructure,2026-08-04,2027-02-05,,On Hold,Medium,26,1035000,6,2026-06-15
P06063,Employee Training Portal,Employee Training Portal project for MedCare Hospitals,MedCare Hospitals,EMP135,Data Engineering,2025-03-05,2026-02-09,,On Hold,Critical,43,1715000,5,2025-02-18
P06064,HR Automation System,HR Automation System project for ABC Corporation,ABC Corporation,EMP149,Healthcare IT,2026-05-02,2026-08-02,,In Progress,Critical,43,945000,8,2026-04-27
P06065,Employee Training Portal,Employee Training Portal project for SecureNet,SecureNet,EMP125,Operations,2026-02-24,2026-09-24,,In Progress,High,22,1250000,3,2026-01-06
P06066,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,FinTech Solutions,EMP112,Marketing,2025-03-18,2025-11-02,,In Progress,Medium,90,850000,9,2025-02-08
P06067,Employee Training Portal,Employee Training Portal project for OfficePro,OfficePro,EMP149,Sales,2026-07-04,2027-03-30,,In Progress,Low,65,1565000,7,2026-05-08
P06068,Customer Support Chatbot,Customer Support Chatbot project for FinTech Solutions,FinTech Solutions,EMP146,Finance,2025-04-08,2026-03-16,,Planning,Medium,6,900000,12,2025-03-18
P06069,Mobile Banking Application,Mobile Banking Application project for DataCorp,DataCorp,EMP123,Analytics,2025-04-07,2025-09-09,,On Hold,Medium,25,910000,11,2025-02-09
P06070,AI Demand Forecasting,AI Demand Forecasting project for ABC Retail,ABC Retail,EMP122,Development,2025-11-23,2026-02-13,,In Progress,High,18,1200000,14,2025-10-26
P06071,Mobile Banking Application,Mobile Banking Application project for IndustrialTech,IndustrialTech,EMP142,Data Engineering,2025-03-03,2025-08-22,,In Progress,Low,77,300000,18,2025-01-25
P06072,Cybersecurity Upgrade,Cybersecurity Upgrade project for DataCorp,DataCorp,EMP101,IT,2025-03-03,2025-06-06,,In Progress,Critical,40,2270000,4,2025-02-23
P06073,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,IndustrialTech,EMP116,Security,2026-01-10,2026-10-14,2026-12-17,Delayed,High,35,750000,6,2025-12-30
P06074,CRM Implementation,CRM Implementation project for OfficePro,OfficePro,EMP128,Analytics,2026-08-02,2027-03-16,2027-03-02,Completed,Critical,100,1670000,15,2026-07-19
P06075,Document Management System,Document Management System project for IndustrialTech,IndustrialTech,EMP133,Development,2025-02-01,2025-11-15,,In Progress,High,90,405000,9,2024-12-18
P06076,E-Commerce Platform,E-Commerce Platform project for SalesPro,SalesPro,EMP132,Analytics,2026-01-18,2026-06-20,2026-07-19,Completed,Medium,100,1110000,19,2025-12-17
P06077,Healthcare Management System,Healthcare Management System project for IndustrialTech,IndustrialTech,EMP119,Customer Success,2025-12-28,2026-12-13,2027-01-09,Delayed,High,90,350000,3,2025-11-14
P06078,Inventory Management System,Inventory Management System project for XYZ Technologies,XYZ Technologies,EMP144,Human Resources,2025-02-09,2026-01-06,2025-12-28,Completed,High,100,2495000,4,2025-01-14
P06079,Online Learning Platform,Online Learning Platform project for SalesPro,SalesPro,EMP133,Operations,2025-03-31,2026-03-04,,In Progress,Medium,49,2205000,11,2025-03-07
P06080,CRM Implementation,CRM Implementation project for RetailAnalytics,RetailAnalytics,EMP128,Sales,2025-09-24,2026-06-24,,In Progress,Low,63,2165000,12,2025-08-26
P06081,Social Media Analytics,Social Media Analytics project for ABC Corporation,ABC Corporation,EMP147,Marketing,2026-02-20,2026-06-04,2026-06-23,Completed,Medium,100,715000,3,2026-01-26
P06082,Employee Training Portal,Employee Training Portal project for RetailAnalytics,RetailAnalytics,EMP105,Operations,2025-05-14,2025-08-14,,In Progress,Medium,81,1530000,11,2025-05-09
P06083,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,CloudWorks,EMP136,Development,2025-09-18,2026-09-04,,In Progress,High,64,2205000,8,2025-08-28
P06084,Document Management System,Document Management System project for MarketPlus,MarketPlus,EMP147,Healthcare IT,2025-10-22,2026-09-10,,In Progress,Medium,36,1105000,14,2025-08-27
P06085,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,MedCare Hospitals,EMP134,IT Infrastructure,2026-03-04,2027-01-24,,In Progress,Medium,76,330000,17,2026-01-17
P06086,Employee Payroll System,Employee Payroll System project for FinTech Solutions,FinTech Solutions,EMP129,Sales,2025-05-29,2026-02-03,,Planning,High,2,1195000,13,2025-04-26
P06087,Supply Chain Analytics,Supply Chain Analytics project for DigitalHub,DigitalHub,EMP119,IT,2026-02-18,2027-01-03,,In Progress,High,59,2255000,19,2026-01-21
P06088,Supply Chain Analytics,Supply Chain Analytics project for SecureNet,SecureNet,EMP114,Analytics,2026-05-15,2026-12-03,,In Progress,Medium,55,500000,13,2026-04-17
P06089,Employee Training Portal,Employee Training Portal project for LogiTech,LogiTech,EMP128,Healthcare IT,2025-12-16,2026-03-22,,In Progress,High,63,445000,9,2025-11-03
P06090,Cybersecurity Upgrade,Cybersecurity Upgrade project for RetailAnalytics,RetailAnalytics,EMP145,Customer Success,2026-03-09,2026-07-14,,In Progress,Critical,71,1595000,4,2026-01-16
P06091,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,Global Traders,EMP124,Security,2025-04-11,2026-02-22,,In Progress,Medium,19,760000,8,2025-03-11
P06092,AI Demand Forecasting,AI Demand Forecasting project for PeopleFirst,PeopleFirst,EMP107,Operations,2026-06-28,2027-03-07,,Planning,Medium,17,1125000,9,2026-06-20
P06093,Inventory Management System,Inventory Management System project for MarketPlus,MarketPlus,EMP125,Data Engineering,2025-06-30,2026-06-29,,In Progress,Low,39,1150000,16,2025-05-20
P06094,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,SalesPro,EMP105,Security,2025-04-29,2026-03-27,,On Hold,High,25,1825000,11,2025-03-31
P06095,Healthcare Management System,Healthcare Management System project for ABC Retail,ABC Retail,EMP147,AI Development,2025-11-26,2026-09-10,,In Progress,High,58,315000,15,2025-10-05
P06096,CRM Implementation,CRM Implementation project for SalesPro,SalesPro,EMP127,Customer Success,2025-08-20,2025-10-16,,In Progress,Low,94,1735000,5,2025-07-15
P06097,Data Warehouse Development,Data Warehouse Development project for DataCorp,DataCorp,EMP111,Finance,2025-10-04,2026-01-16,,In Progress,High,82,1355000,9,2025-09-29
P06098,Document Management System,Document Management System project for RetailAnalytics,RetailAnalytics,EMP132,Marketing,2026-04-29,2026-10-11,,In Progress,Low,54,1405000,17,2026-04-09
P06099,Employee Payroll System,Employee Payroll System project for MedCare Hospitals,MedCare Hospitals,EMP127,Analytics,2025-11-18,2026-01-13,,In Progress,High,62,1840000,19,2025-10-30
P06100,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,XYZ Technologies,EMP126,Data Engineering,2025-08-13,2026-07-23,2026-08-24,Delayed,Medium,55,1695000,9,2025-07-25
P06101,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,XYZ Technologies,EMP130,IT,2026-04-26,2026-08-21,,In Progress,Medium,70,1775000,11,2026-03-27
P06102,Social Media Analytics,Social Media Analytics project for FinTech Solutions,FinTech Solutions,EMP147,Healthcare IT,2025-08-16,2026-01-30,,In Progress,Critical,84,925000,7,2025-08-03
P06103,Marketing Analytics Platform,Marketing Analytics Platform project for FinanceCorp,FinanceCorp,EMP143,Healthcare IT,2026-07-29,2027-04-15,,In Progress,High,26,2170000,19,2026-06-12
P06104,HR Automation System,HR Automation System project for IndustrialTech,IndustrialTech,EMP114,Security,2026-08-15,2026-10-10,,In Progress,Low,47,1635000,4,2026-07-03
P06105,Warehouse Automation,Warehouse Automation project for Global Traders,Global Traders,EMP112,Customer Success,2025-10-09,2026-06-14,,In Progress,High,61,1285000,18,2025-09-15
P06106,CRM Implementation,CRM Implementation project for FinTech Solutions,FinTech Solutions,EMP150,IT,2026-04-08,2026-06-24,,In Progress,Medium,76,1380000,15,2026-02-26
P06107,E-Commerce Platform,E-Commerce Platform project for ABC Retail,ABC Retail,EMP133,Security,2026-03-01,2027-01-28,,In Progress,Critical,22,800000,20,2026-01-07
P06108,Employee Payroll System,Employee Payroll System project for ABC Corporation,ABC Corporation,EMP101,Data Engineering,2026-06-01,2027-02-22,,In Progress,Medium,60,2025000,5,2026-05-05
P06109,CRM Implementation,CRM Implementation project for SalesPro,SalesPro,EMP127,Security,2025-10-04,2026-03-05,,In Progress,Medium,77,875000,4,2025-09-04
P06110,CRM Implementation,CRM Implementation project for FinanceCorp,FinanceCorp,EMP106,Customer Success,2025-09-02,2026-05-29,2026-06-01,Completed,Medium,100,1555000,6,2025-08-23
P06111,Social Media Analytics,Social Media Analytics project for MarketPlus,MarketPlus,EMP102,Development,2025-06-15,2025-11-07,,In Progress,Medium,25,2350000,7,2025-05-11
P06112,Marketing Analytics Platform,Marketing Analytics Platform project for ServicePro,ServicePro,EMP110,IT Infrastructure,2025-12-18,2026-03-09,2026-06-02,Delayed,Medium,32,1490000,7,2025-12-03
P06113,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,IndustrialTech,EMP113,Development,2026-01-05,2026-02-22,,In Progress,Medium,17,335000,9,2025-12-30
P06114,CRM Implementation,CRM Implementation project for ABC Retail,ABC Retail,EMP104,IT Infrastructure,2025-09-28,2026-01-21,2026-01-10,Completed,High,100,2430000,7,2025-09-01
P06115,Inventory Management System,Inventory Management System project for ServicePro,ServicePro,EMP142,Healthcare IT,2025-07-06,2026-04-03,,In Progress,Medium,83,1520000,16,2025-05-24
P06116,Inventory Management System,Inventory Management System project for EduTech,EduTech,EMP122,Finance,2025-09-28,2026-05-11,2026-04-26,Completed,High,100,660000,7,2025-09-10
P06117,Warehouse Automation,Warehouse Automation project for IndustrialTech,IndustrialTech,EMP128,IT,2025-10-29,2026-03-10,,In Progress,Low,90,1370000,8,2025-10-16
P06118,Customer Support Chatbot,Customer Support Chatbot project for LogiTech,LogiTech,EMP144,Data Engineering,2025-03-18,2025-12-07,,Planning,High,9,1080000,18,2025-02-01
P06119,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,XYZ Technologies,EMP142,Marketing,2026-02-01,2026-07-20,,In Progress,High,85,1195000,6,2026-01-18
P06120,Financial Reporting Dashboard,Financial Reporting Dashboard project for EduTech,EduTech,EMP142,IT,2026-05-21,2026-08-24,2026-10-22,Delayed,High,62,1340000,9,2026-05-12
P06121,Customer Support Chatbot,Customer Support Chatbot project for FinanceCorp,FinanceCorp,EMP110,Human Resources,2025-07-13,2026-04-01,,In Progress,Medium,94,2110000,9,2025-07-08
